-8.747651327819585543e-01,4.289160496892566177e-01,2.245915076060372051e-04,2.560810000000000169e-04
-1.157039803739065981e-01,9.928270802760453817e-01,2.495465112019112724e-04,2.130599999999999964e-04
-9.457240785990203014e-01,2.521147512003601432e-01,2.289779403073926591e-04,2.563089999999999748e-04
1.119125809457546111e-01,9.649648984216843139e-01,2.218408404799558458e-04,2.022919999999999937e-04
5.335583457002153474e-02,-9.658688217400976939e-01,2.178747129461341037e-04,2.031149999999999959e-04
2.063328798728107094e-01,9.101768161078104269e-01,1.854975469483794532e-04,1.707850000000000123e-04
2.292025167043140466e-01,-9.589954200318530075e-01,2.361030046528307322e-04,1.946419999999999975e-04
-8.512252471740283655e-01,3.317301993376013947e-01,1.673146732895252654e-04,1.875489999999999894e-04
-7.213984776234667606e-01,6.673236712497618850e-01,2.328683228638577809e-04,2.166109999999999900e-04
7.400197236818540913e-01,-6.519670248652629230e-01,2.363450964749150263e-04,2.248569999999999920e-04
9.443880896443126449e-01,-2.050157393692214891e-01,2.169501586255714876e-04,2.348849999999999983e-04
-2.509282861371021078e-01,8.850017524873753372e-01,1.730965533447144204e-04,1.511960000000000073e-04
-7.788289430261989832e-01,4.007094648924561242e-01,1.335712988748524103e-04,1.526219999999999899e-04
9.431681900890024339e-01,2.229984680556030829e-01,2.196472757754551854e-04,2.376219999999999960e-04
8.640778905611441463e-01,-4.363297022202420328e-01,2.185071049981008446e-04,2.507529999999999894e-04
3.417782964369075471e-01,9.278475270299461064e-01,2.388567186654506544e-04,1.856190000000000129e-04
-8.426771380486135499e-01,2.256941110889504054e-01,1.305212953850168269e-04,1.319179999999999929e-04
9.169233267441585511e-01,3.803158905439723014e-01,2.426942818639148895e-04,2.772799999999999744e-04
-3.355337796616589957e-02,9.211947959226717275e-01,1.748628406039765568e-04,1.710849999999999925e-04
-1.420083697598696348e-01,8.969788826560423090e-01,1.623687465063689559e-04,1.555899999999999926e-04
-9.172661610202258453e-01,-3.333602185848437705e-01,2.262531227438588496e-04,2.565639999999999783e-04
-7.215673448211949725e-02,-9.499580749944291913e-01,2.038134692891223549e-04,1.969239999999999869e-04
8.474185138527363659e-01,-3.249017771213302819e-01,1.618396511984894666e-04,1.817690000000000007e-04
