-8.747651327819585543e-01,4.289160496892566177e-01,-5.631418929175592493e-05,-7.077840000000000661e-05
-1.157039803739065981e-01,9.928270802760453817e-01,2.231546244196491637e-04,2.164740000000000013e-04
-9.457240785990203014e-01,2.521147512003601432e-01,1.157211925722740709e-04,9.846800000000000659e-05
1.119125809457546111e-01,9.649648984216843139e-01,1.993093588919462168e-04,1.929810000000000011e-04
5.335583457002153474e-02,-9.658688217400976939e-01,2.135950887648635325e-04,2.055229999999999904e-04
2.063328798728107094e-01,9.101768161078104269e-01,1.191208813672088416e-04,1.249079999999999906e-04
2.292025167043140466e-01,-9.589954200318530075e-01,1.396683903031531242e-04,1.561859999999999984e-04
-8.512252471740283655e-01,3.317301993376013947e-01,1.467785969755905733e-05,4.730770000000000109e-06
-7.213984776234667606e-01,6.673236712497618850e-01,-2.303421966260839294e-04,-2.088360000000000043e-04
7.400197236818540913e-01,-6.519670248652629230e-01,-2.290200722742644806e-04,-2.090869999999999990e-04
9.443880896443126449e-01,-2.050157393692214891e-01,1.430693614792177696e-04,1.308140000000000117e-04
-2.509282861371021078e-01,8.850017524873753372e-01,8.037877108572696210e-05,9.196480000000000420e-05
-7.788289430261989832e-01,4.007094648924561242e-01,-4.766606583031310487e-05,-5.743669999999999847e-05
9.431681900890024339e-01,2.229984680556030829e-01,1.320953006460940543e-04,1.196220000000000009e-04
8.640778905611441463e-01,-4.363297022202420328e-01,-6.479354942535067567e-05,-7.959600000000000160e-05
3.417782964369075471e-01,9.278475270299461064e-01,3.785305289144497230e-05,6.517539999999999944e-05
-8.426771380486135499e-01,2.256941110889504054e-01,7.245406272196246525e-05,7.378310000000000174e-05
9.169233267441585511e-01,3.803158905439723014e-01,-4.643349996247586953e-07,-1.958670000000000002e-05
-3.355337796616589957e-02,9.211947959226717275e-01,1.785976763869321791e-04,1.733940000000000004e-04
-1.420083697598696348e-01,8.969788826560423090e-01,1.375974140691705433e-04,1.395640000000000075e-04
-9.172661610202258453e-01,-3.333602185848437705e-01,3.981416148912214582e-05,2.204459999999999897e-05
-7.215673448211949725e-02,-9.499580749944291913e-01,1.965495916109347662e-04,1.891969999999999980e-04
8.474185138527363659e-01,-3.249017771213302819e-01,1.800112419047533984e-05,8.004270000000000192e-06
-8.545216023149719842e-01,-4.420971111764352424e-01,-7.122753980345615347e-05,-8.266969999999999896e-05
-7.970214028035474962e-01,-5.501012764104616926e-01,-1.645708555917068630e-04,-1.635060000000000029e-04
8.352658984748554394e-01,-2.256359384617244168e-01,6.905439532842312081e-05,7.038249999999999910e-05
9.501852482790362764e-01,-1.068748555215193186e-01,1.883491717409019176e-04,1.864269999999999957e-04
-7.552891512259459761e-01,3.035226387034670181e-01,4.646912498212294144e-06,1.880040000000000045e-06
-9.116433515591020331e-01,1.616882640617820777e-01,1.402589704290627484e-04,1.407050000000000022e-04
2.619523033559181813e-01,8.523503073219852455e-01,5.835041169343451302e-05,6.536229999999999590e-05
1.322270543766631279e-01,-9.033068999727631443e-01,1.451260243986674729e-04,1.479519999999999956e-04
-2.249154303400331401e-01,-9.253452329804952026e-01,1.189630216757941951e-04,1.263290000000000029e-04
8.837311009940695961e-01,2.954243555850545877e-01,5.214617811774484931e-05,4.272999999999999916e-05
-8.039395987519529774e-01,4.811232013575514888e-01,-1.065866731280414780e-04,-1.153160000000000052e-04
6.413207586800181992e-02,8.601525656394706232e-01,1.322888391323021550e-04,1.295989999999999902e-04
6.244231502616760521e-01,-7.240262421702350348e-01,-1.998835012357962602e-04,-1.763810000000000041e-04
7.801591468407015340e-01,-5.909717133806939859e-01,-1.957467509073627173e-04,-1.886350000000000125e-04
-3.206707119307374287e-01,8.695530104012867412e-01,2.894600095065247349e-05,4.576379999999999711e-05
-7.514906332300781422e-01,-6.324626641411871253e-01,-2.191164402971891643e-04,-2.026089999999999976e-04
-7.312774444949599051e-01,5.235903650301015899e-01,-1.296239433912293819e-04,-1.364530000000000029e-04
8.239384674022965926e-01,-4.973250137048109698e-01,-1.213503100270652945e-04,-1.296830000000000118e-04
6.596346936756090074e-01,-6.300957155151810651e-01,-1.723879345254867549e-04,-1.681540000000000031e-04
-1.870026132755044923e-01,8.049091916164234917e-01,7.125800107027887643e-05,7.154300000000000264e-05
8.410630571095790708e-01,-1.274950546140222463e-01,1.079173180509365569e-04,1.191340000000000015e-04
9.087899126048459841e-01,1.288610797347469472e-01,1.500249636785896035e-04,1.547150000000000120e-04
1.639707679643114258e-01,8.034721533779882741e-01,7.833457802443318061e-05,7.689239999999999584e-05
4.272338065695273635e-01,-8.909467680864452399e-01,-5.147986529326047795e-05,-1.113519999999999971e-05
5.842541140828925172e-01,-7.939313046490462655e-01,-1.942874019609130054e-04,-1.552190000000000058e-04
4.159169731425255145e-01,8.876035201914064254e-01,-4.177494570130199446e-05,-9.818950000000000239e-06
-9.120923476325247803e-01,-2.418108592546351354e-01,1.009083487029025211e-04,9.248039999999999635e-05
-7.061667887692060219e-01,4.431766285650062809e-01,-7.510065878797051472e-05,-8.556089999999999594e-05
8.693430542023180552e-01,4.612210766425824948e-01,-8.704732754226245930e-05,-9.794040000000000168e-05
-7.493297760918751216e-01,-4.554024807236493055e-01,-8.510191206257078323e-05,-9.398680000000000619e-05
